id,year,epi_week,from_date,to_date,state,city,disease,num_deaths
1865,1896,189613,1896-03-21,1896-03-27,MA,NEW BEDFORD,TUBERCULOSIS,2
1866,1896,189613,1896-03-21,1896-03-27,MA,NEW BEDFORD,DIPHTHERIA,2
1867,1896,189613,1896-03-20,1896-03-26,CT,NEW HAVEN,TUBERCULOSIS,4
1868,1896,189612,1896-03-15,1896-03-21,LA,NEW ORLEANS,TUBERCULOSIS,19
1869,1896,189612,1896-03-15,1896-03-21,LA,NEW ORLEANS,TYPHOID FEVER,1
1870,1896,189612,1896-03-15,1896-03-21,LA,NEW ORLEANS,DIPHTHERIA,3
1871,1896,189613,1896-03-22,1896-03-28,NY,NEW YORK,TUBERCULOSIS,108
1872,1896,189613,1896-03-22,1896-03-28,NY,NEW YORK,TYPHOID FEVER,3
1873,1896,189613,1896-03-22,1896-03-28,NY,NEW YORK,SCARLET FEVER,8
1874,1896,189613,1896-03-22,1896-03-28,NY,NEW YORK,DIPHTHERIA,31
1875,1896,189613,1896-03-22,1896-03-28,NY,NEW YORK,WHOOPING COUGH,11
1876,1896,189613,1896-03-22,1896-03-28,MA,NORTH ADAMS,TUBERCULOSIS,3
1877,1896,189612,1896-03-15,1896-03-21,MA,NORTHAMPTON,TUBERCULOSIS,1
1878,1896,189613,1896-03-22,1896-03-28,MA,NORTHAMPTON,TUBERCULOSIS,1
1879,1896,189612,1896-03-15,1896-03-21,NE,OMAHA,TUBERCULOSIS,4
1880,1896,189613,1896-03-22,1896-03-28,NY,ONEONTA,TUBERCULOSIS,1
1881,1896,189612,1896-03-18,1896-03-24,VA,PETERSBURG,TUBERCULOSIS,1
1882,1896,189612,1896-03-15,1896-03-21,PA,PHILADELPHIA,TUBERCULOSIS,54
1883,1896,189612,1896-03-15,1896-03-21,PA,PHILADELPHIA,TYPHOID FEVER,4
1884,1896,189612,1896-03-15,1896-03-21,PA,PHILADELPHIA,SCARLET FEVER,3
1885,1896,189612,1896-03-15,1896-03-21,PA,PHILADELPHIA,DIPHTHERIA,16
1886,1896,189612,1896-03-15,1896-03-21,PA,PITTSBURGH,TUBERCULOSIS,8
1887,1896,189612,1896-03-15,1896-03-21,PA,PITTSBURGH,TYPHOID FEVER,4
1888,1896,189612,1896-03-15,1896-03-21,PA,PITTSBURGH,SCARLET FEVER,1
1889,1896,189612,1896-03-15,1896-03-21,PA,PITTSBURGH,WHOOPING COUGH,1
1890,1896,189613,1896-03-22,1896-03-28,MA,PITTSFIELD,TUBERCULOSIS,1
1891,1896,189613,1896-03-22,1896-03-28,NJ,PLAINFIELD,TUBERCULOSIS,2
1892,1896,189612,1896-03-16,1896-03-22,ME,PORTLAND,TUBERCULOSIS,2
1893,1896,189612,1896-03-16,1896-03-22,ME,PORTLAND,TYPHOID FEVER,1
1894,1896,189613,1896-03-22,1896-03-28,ME,PORTLAND,TUBERCULOSIS,1
1895,1896,189613,1896-03-22,1896-03-28,RI,PROVIDENCE,TUBERCULOSIS,5
1896,1896,189613,1896-03-22,1896-03-28,RI,PROVIDENCE,TYPHOID FEVER,1
1897,1896,189613,1896-03-22,1896-03-28,RI,PROVIDENCE,SCARLET FEVER,2
1898,1896,189613,1896-03-22,1896-03-28,RI,PROVIDENCE,DIPHTHERIA,4
1899,1896,189612,1896-03-15,1896-03-21,CO,PUEBLO,TUBERCULOSIS,2
1900,1896,189612,1896-03-15,1896-03-21,CO,PUEBLO,WHOOPING COUGH,2
1901,1896,189613,1896-03-24,1896-03-30,PA,READING,TUBERCULOSIS,1
1902,1896,189613,1896-03-24,1896-03-30,PA,READING,TYPHOID FEVER,1
1903,1896,189613,1896-03-24,1896-03-30,PA,READING,DIPHTHERIA,2
1904,1896,189612,1896-03-15,1896-03-21,VA,RICHMOND,TUBERCULOSIS,1
1905,1896,189613,1896-03-22,1896-03-28,MO,ST LOUIS,TUBERCULOSIS,32
1906,1896,189613,1896-03-22,1896-03-28,MO,ST LOUIS,TYPHOID FEVER,2
1907,1896,189613,1896-03-22,1896-03-28,MO,ST LOUIS,DIPHTHERIA,2
1908,1896,189613,1896-03-22,1896-03-28,MO,ST LOUIS,WHOOPING COUGH,2
1909,1896,189612,1896-03-15,1896-03-21,UT,SALT LAKE CITY,TUBERCULOSIS,1
1910,1896,189612,1896-03-15,1896-03-21,UT,SALT LAKE CITY,WHOOPING COUGH,1
1911,1896,189612,1896-03-15,1896-03-21,CA,SAN FRANCISCO,TUBERCULOSIS,27
1912,1896,189612,1896-03-15,1896-03-21,CA,SAN FRANCISCO,TYPHOID FEVER,3
1913,1896,189612,1896-03-15,1896-03-21,CA,SAN FRANCISCO,DIPHTHERIA,1
1914,1896,189612,1896-03-15,1896-03-21,PA,SCRANTON,TUBERCULOSIS,2
1915,1896,189612,1896-03-15,1896-03-21,WA,SEATTLE,TUBERCULOSIS,2
1916,1896,189612,1896-03-15,1896-03-21,WA,SEATTLE,TYPHOID FEVER,1
1917,1896,189613,1896-03-22,1896-03-28,MA,SOMERVILLE,SCARLET FEVER,1
1918,1896,189612,1896-03-15,1896-03-21,WA,SPOKANE,TUBERCULOSIS,4
1919,1896,189613,1896-03-22,1896-03-28,MA,SPRINGFIELD,TUBERCULOSIS,4
1920,1896,189613,1896-03-22,1896-03-28,MA,SPRINGFIELD,TYPHOID FEVER,1
1921,1896,189613,1896-03-22,1896-03-28,MA,SPRINGFIELD,DIPHTHERIA,1
1922,1896,189609,1896-02-23,1896-02-29,NY,SYRACUSE,TUBERCULOSIS,15
1923,1896,189609,1896-02-23,1896-02-29,NY,SYRACUSE,SCARLET FEVER,4
1924,1896,189609,1896-02-23,1896-02-29,NY,SYRACUSE,DIPHTHERIA,4
1925,1896,189613,1896-03-22,1896-03-28,MA,TAUNTON,TUBERCULOSIS,1
1926,1896,189612,1896-03-15,1896-03-21,DC,WASHINGTON,TUBERCULOSIS,17
1927,1896,189612,1896-03-15,1896-03-21,DC,WASHINGTON,TYPHOID FEVER,1
1928,1896,189612,1896-03-15,1896-03-21,DC,WASHINGTON,DIPHTHERIA,2
1929,1896,189612,1896-03-15,1896-03-21,DC,WASHINGTON,WHOOPING COUGH,1
1930,1896,189613,1896-03-22,1896-03-28,DE,WILMINGTON,TUBERCULOSIS,5
1931,1896,189613,1896-03-22,1896-03-28,DE,WILMINGTON,DIPHTHERIA,1
1932,1896,189613,1896-03-22,1896-03-28,DE,WILMINGTON,WHOOPING COUGH,1
1933,1896,189612,1896-03-14,1896-03-20,MA,WORCESTER,TUBERCULOSIS,9
1934,1896,189613,1896-03-21,1896-03-27,MA,WORCESTER,TUBERCULOSIS,6
1935,1896,189613,1896-03-21,1896-03-27,MA,WORCESTER,SCARLET FEVER,1
1936,1896,189613,1896-03-21,1896-03-27,MA,WORCESTER,DIPHTHERIA,3
1937,1896,189613,1896-03-21,1896-03-27,NY,YONKERS,TUBERCULOSIS,1
1938,1896,189613,1896-03-21,1896-03-27,NY,YONKERS,TYPHOID FEVER,1
1939,1896,189613,1896-03-21,1896-03-27,NY,YONKERS,DIPHTHERIA,1
1940,1896,189613,1896-03-21,1896-03-27,NY,YONKERS,WHOOPING COUGH,1
1941,1896,189614,1896-03-29,1896-04-04,PA,ALLEGHENY,TUBERCULOSIS,4
1942,1896,189614,1896-03-29,1896-04-04,PA,ALLEGHENY,WHOOPING COUGH,2
1943,1896,189612,1896-03-15,1896-03-21,NY,AUBURN,TUBERCULOSIS,1
1944,1896,189612,1896-03-15,1896-03-21,NY,AUBURN,SCARLET FEVER,1
1945,1896,189613,1896-03-22,1896-03-28,NY,AUBURN,SCARLET FEVER,3
1946,1896,189614,1896-03-29,1896-04-04,MD,BALTIMORE,TUBERCULOSIS,21
1947,1896,189614,1896-03-29,1896-04-04,MD,BALTIMORE,TYPHOID FEVER,1
1948,1896,189614,1896-03-29,1896-04-04,MD,BALTIMORE,SCARLET FEVER,2
1949,1896,189614,1896-03-29,1896-04-04,MD,BALTIMORE,DIPHTHERIA,5
1950,1896,189614,1896-03-29,1896-04-04,MD,BALTIMORE,WHOOPING COUGH,3
1951,1896,189613,1896-03-22,1896-03-28,IL,BELLEVILLE,TUBERCULOSIS,1
1952,1896,189614,1896-03-29,1896-04-04,NY,BINGHAMTON,TUBERCULOSIS,3
1953,1896,189614,1896-03-29,1896-04-04,MA,BOSTON,TUBERCULOSIS,26
1954,1896,189614,1896-03-29,1896-04-04,MA,BOSTON,SCARLET FEVER,8
1955,1896,189614,1896-03-29,1896-04-04,MA,BOSTON,DIPHTHERIA,10
1956,1896,189614,1896-03-29,1896-04-04,MA,BOSTON,WHOOPING COUGH,3
1957,1896,189613,1896-03-22,1896-03-28,MA,BROOKLINE,TUBERCULOSIS,2
1958,1896,189614,1896-03-29,1896-04-04,NY,BROOKLYN,TUBERCULOSIS,44
1959,1896,189614,1896-03-29,1896-04-04,NY,BROOKLYN,SCARLET FEVER,2
1960,1896,189614,1896-03-29,1896-04-04,NY,BROOKLYN,DIPHTHERIA,17
1961,1896,189614,1896-03-29,1896-04-04,NY,BROOKLYN,WHOOPING COUGH,1
1962,1896,189612,1896-03-15,1896-03-21,VT,BURLINGTON,SCARLET FEVER,1
1963,1896,189614,1896-03-29,1896-04-04,MA,CAMBRIDGE,TUBERCULOSIS,5
1964,1896,189614,1896-03-29,1896-04-04,MA,CAMBRIDGE,TYPHOID FEVER,1
1965,1896,189614,1896-03-29,1896-04-04,MA,CAMBRIDGE,DIPHTHERIA,2
1966,1896,189613,1896-03-22,1896-03-28,PA,CARLISLE,TUBERCULOSIS,1
1967,1896,189613,1896-03-22,1896-03-28,SC,CHARLESTON,TUBERCULOSIS,13
1968,1896,189613,1896-03-22,1896-03-28,IL,CHICAGO,TUBERCULOSIS,49
1969,1896,189613,1896-03-22,1896-03-28,IL,CHICAGO,TYPHOID FEVER,13
1970,1896,189613,1896-03-22,1896-03-28,IL,CHICAGO,SCARLET FEVER,1
1971,1896,189613,1896-03-22,1896-03-28,IL,CHICAGO,DIPHTHERIA,9
1972,1896,189613,1896-03-22,1896-03-28,IL,CHICAGO,WHOOPING COUGH,2
1973,1896,189614,1896-03-29,1896-04-04,IL,CHICAGO,TUBERCULOSIS,50
1974,1896,189614,1896-03-29,1896-04-04,IL,CHICAGO,TYPHOID FEVER,12
1975,1896,189614,1896-03-29,1896-04-04,IL,CHICAGO,DIPHTHERIA,13
1976,1896,189614,1896-03-29,1896-04-04,IL,CHICAGO,WHOOPING COUGH,1
1977,1896,189614,1896-03-28,1896-04-03,OH,CINCINNATI,TUBERCULOSIS,21
1978,1896,189614,1896-03-28,1896-04-03,OH,CINCINNATI,TYPHOID FEVER,1
1979,1896,189614,1896-03-28,1896-04-03,OH,CINCINNATI,WHOOPING COUGH,1
1980,1896,189614,1896-03-29,1896-04-04,OH,CLEVELAND,TUBERCULOSIS,11
1981,1896,189614,1896-03-29,1896-04-04,OH,CLEVELAND,TYPHOID FEVER,7
1982,1896,189614,1896-03-29,1896-04-04,OH,CLEVELAND,DIPHTHERIA,3
1983,1896,189614,1896-03-29,1896-04-04,OH,CLEVELAND,WHOOPING COUGH,1
1984,1896,189614,1896-03-29,1896-04-04,OH,COLUMBUS,TUBERCULOSIS,1
1985,1896,189613,1896-03-22,1896-03-28,IA,COUNCIL BLUFFS,TUBERCULOSIS,1
1986,1896,189613,1896-03-22,1896-03-28,CO,DENVER,TUBERCULOSIS,8
1987,1896,189614,1896-03-29,1896-04-04,MI,DETROIT,TUBERCULOSIS,2
1988,1896,189614,1896-03-29,1896-04-04,MI,DETROIT,TYPHOID FEVER,1
1989,1896,189614,1896-03-29,1896-04-04,MI,DETROIT,SCARLET FEVER,2
1990,1896,189614,1896-03-29,1896-04-04,MI,DETROIT,DIPHTHERIA,3
1991,1896,189614,1896-03-28,1896-04-03,PA,ERIE,TUBERCULOSIS,2
1992,1896,189614,1896-03-29,1896-04-04,MA,FALL RIVER,TUBERCULOSIS,5
1993,1896,189613,1896-03-22,1896-03-28,TX,FORT WORTH,TUBERCULOSIS,1
1994,1896,189613,1896-03-22,1896-03-28,MI,GRAND RAPIDS,TUBERCULOSIS,1
1995,1896,189614,1896-03-29,1896-04-04,MA,HAVERHILL,TUBERCULOSIS,3
1996,1896,189613,1896-03-22,1896-03-28,NJ,HOBOKEN,TUBERCULOSIS,3
1997,1896,189613,1896-03-22,1896-03-28,NJ,HOBOKEN,DIPHTHERIA,2
1998,1896,189613,1896-03-22,1896-03-28,FL,JACKSONVILLE,TUBERCULOSIS,1
1999,1896,189613,1896-03-22,1896-03-28,FL,JACKSONVILLE,TYPHOID FEVER,1
2000,1896,189613,1896-03-22,1896-03-28,NY,JAMESTOWN,DIPHTHERIA,1
2001,1896,189613,1896-03-23,1896-03-29,NJ,JERSEY CITY,TUBERCULOSIS,10
2002,1896,189613,1896-03-23,1896-03-29,NJ,JERSEY CITY,TYPHOID FEVER,3
2003,1896,189613,1896-03-23,1896-03-29,NJ,JERSEY CITY,SCARLET FEVER,1
2004,1896,189613,1896-03-23,1896-03-29,NJ,JERSEY CITY,DIPHTHERIA,6
2005,1896,189613,1896-03-23,1896-03-29,NJ,JERSEY CITY,WHOOPING COUGH,2
2006,1896,189614,1896-03-29,1896-04-04,PA,JOHNSTOWN,TYPHOID FEVER,1
2007,1896,189613,1896-03-22,1896-03-28,MA,LAWRENCE,TUBERCULOSIS,3
2008,1896,189613,1896-03-22,1896-03-28,MA,LAWRENCE,WHOOPING COUGH,1
2009,1896,189614,1896-03-29,1896-04-04,MA,LEOMINSTER,TUBERCULOSIS,1
2010,1896,189614,1896-03-29,1896-04-04,MA,LOWELL,TUBERCULOSIS,7
2011,1896,189614,1896-03-29,1896-04-04,VA,LYNCHBURG,TUBERCULOSIS,1
2012,1896,189613,1896-03-22,1896-03-28,NH,MANCHESTER,TYPHOID FEVER,1
2013,1896,189613,1896-03-22,1896-03-28,WI,MANITOWOC,DIPHTHERIA,3
2014,1896,189613,1896-03-22,1896-03-28,TN,MEMPHIS,TUBERCULOSIS,6
2015,1896,189614,1896-03-29,1896-04-04,WI,MILWAUKEE,TUBERCULOSIS,12
2016,1896,189614,1896-03-29,1896-04-04,WI,MILWAUKEE,DIPHTHERIA,2
2017,1896,189613,1896-03-22,1896-03-28,MN,MINNEAPOLIS,TUBERCULOSIS,3
2018,1896,189613,1896-03-22,1896-03-28,MN,MINNEAPOLIS,TYPHOID FEVER,1
2019,1896,189613,1896-03-22,1896-03-28,MN,MINNEAPOLIS,WHOOPING COUGH,1
2020,1896,189614,1896-03-29,1896-04-04,MN,MINNEAPOLIS,TUBERCULOSIS,3
2021,1896,189614,1896-03-29,1896-04-04,MN,MINNEAPOLIS,TYPHOID FEVER,1
2022,1896,189614,1896-03-29,1896-04-04,MN,MINNEAPOLIS,DIPHTHERIA,1
2023,1896,189613,1896-03-22,1896-03-28,AL,MOBILE,TUBERCULOSIS,5
2024,1896,189614,1896-03-29,1896-04-04,TN,NASHVILLE,TUBERCULOSIS,4
2025,1896,189614,1896-03-29,1896-04-04,TN,NASHVILLE,SCARLET FEVER,1
2026,1896,189614,1896-03-29,1896-04-04,TN,NASHVILLE,WHOOPING COUGH,1
2027,1896,189614,1896-03-29,1896-04-04,MA,NEW BEDFORD,TUBERCULOSIS,1
2028,1896,189613,1896-03-22,1896-03-28,NY,NEW BRIGHTON,TUBERCULOSIS,3
2029,1896,189614,1896-03-27,1896-04-02,CT,NEW HAVEN,TUBERCULOSIS,8
2030,1896,189614,1896-03-27,1896-04-02,CT,NEW HAVEN,DIPHTHERIA,2
2031,1896,189613,1896-03-22,1896-03-28,LA,NEW ORLEANS,TUBERCULOSIS,21
2032,1896,189613,1896-03-22,1896-03-28,LA,NEW ORLEANS,TYPHOID FEVER,1
2033,1896,189613,1896-03-22,1896-03-28,LA,NEW ORLEANS,DIPHTHERIA,1
2034,1896,189614,1896-03-29,1896-04-04,RI,NEWPORT,DIPHTHERIA,1
2035,1896,189613,1896-03-22,1896-03-28,MA,NEWTON,TUBERCULOSIS,1
2036,1896,189614,1896-03-29,1896-04-04,MA,NEWTON,TYPHOID FEVER,1
2037,1896,189614,1896-03-29,1896-04-04,NY,NEW YORK,TUBERCULOSIS,111
2038,1896,189614,1896-03-29,1896-04-04,NY,NEW YORK,TYPHOID FEVER,6
2039,1896,189614,1896-03-29,1896-04-04,NY,NEW YORK,SCARLET FEVER,14
2040,1896,189614,1896-03-29,1896-04-04,NY,NEW YORK,DIPHTHERIA,19
2041,1896,189614,1896-03-29,1896-04-04,NY,NEW YORK,WHOOPING COUGH,9
2042,1896,189613,1896-03-22,1896-03-28,NE,OMAHA,TUBERCULOSIS,2
2043,1896,189611,1896-03-09,1896-03-15,KY,PADUCAH,TUBERCULOSIS,1
2044,1896,189613,1896-03-23,1896-03-29,KY,PADUCAH,DIPHTHERIA,1
2045,1896,189613,1896-03-22,1896-03-28,PA,PHILADELPHIA,TUBERCULOSIS,54
2046,1896,189613,1896-03-22,1896-03-28,PA,PHILADELPHIA,TYPHOID FEVER,3
2047,1896,189613,1896-03-22,1896-03-28,PA,PHILADELPHIA,DIPHTHERIA,17
2048,1896,189613,1896-03-22,1896-03-28,PA,PHILADELPHIA,WHOOPING COUGH,3
2049,1896,189614,1896-03-29,1896-04-04,NY,POUGHKEEPSIE,TUBERCULOSIS,1
2050,1896,189614,1896-03-29,1896-04-04,RI,PROVIDENCE,TUBERCULOSIS,9
2051,1896,189614,1896-03-29,1896-04-04,RI,PROVIDENCE,TYPHOID FEVER,1
2052,1896,189614,1896-03-29,1896-04-04,RI,PROVIDENCE,SCARLET FEVER,1
2053,1896,189614,1896-03-29,1896-04-04,RI,PROVIDENCE,DIPHTHERIA,2
2054,1896,189614,1896-03-29,1896-04-04,RI,PROVIDENCE,WHOOPING COUGH,2
2055,1896,189613,1896-03-22,1896-03-28,CO,PUEBLO,TUBERCULOSIS,1
2056,1896,189613,1896-03-22,1896-03-28,CO,PUEBLO,WHOOPING COUGH,1
2057,1896,189613,1896-03-22,1896-03-28,WI,RACINE,DIPHTHERIA,1
2058,1896,189614,1896-03-31,1896-04-06,PA,READING,TUBERCULOSIS,3
2059,1896,189614,1896-03-31,1896-04-06,PA,READING,TYPHOID FEVER,1
2060,1896,189614,1896-03-31,1896-04-06,PA,READING,DIPHTHERIA,1
2061,1896,189613,1896-03-22,1896-03-28,VA,RICHMOND,TUBERCULOSIS,2
2062,1896,189613,1896-03-22,1896-03-28,VA,RICHMOND,DIPHTHERIA,1
2063,1896,189614,1896-03-29,1896-04-04,VA,RICHMOND,TUBERCULOSIS,1
2064,1896,189614,1896-03-29,1896-04-04,MO,ST LOUIS,TUBERCULOSIS,27
2065,1896,189614,1896-03-29,1896-04-04,MO,ST LOUIS,TYPHOID FEVER,1
2066,1896,189614,1896-03-29,1896-04-04,MO,ST LOUIS,WHOOPING COUGH,2
2067,1896,189613,1896-03-22,1896-03-28,UT,SALT LAKE CITY,TUBERCULOSIS,1
2068,1896,189613,1896-03-22,1896-03-28,CA,SAN DIEGO,TUBERCULOSIS,1
2069,1896,189613,1896-03-22,1896-03-28,CA,SAN DIEGO,SCARLET FEVER,1
2070,1896,189613,1896-03-22,1896-03-28,CA,SAN FRANCISCO,TUBERCULOSIS,19
2071,1896,189613,1896-03-22,1896-03-28,CA,SAN FRANCISCO,TYPHOID FEVER,1
2072,1896,189613,1896-03-22,1896-03-28,PA,SCRANTON,DIPHTHERIA,1
2073,1896,189614,1896-03-29,1896-04-04,MA,SOMERVILLE,TUBERCULOSIS,5
2074,1896,189614,1896-03-29,1896-04-04,MA,SOMERVILLE,DIPHTHERIA,2
2075,1896,189613,1896-03-21,1896-03-27,WA,SPOKANE,DIPHTHERIA,1
2076,1896,189614,1896-03-29,1896-04-04,MA,SPRINGFIELD,TUBERCULOSIS,1
2077,1896,189614,1896-03-29,1896-04-04,MA,TAUNTON,TUBERCULOSIS,1
2078,1896,189613,1896-03-22,1896-03-28,NY,UTICA,TUBERCULOSIS,3
2079,1896,189613,1896-03-22,1896-03-28,DC,WASHINGTON,TUBERCULOSIS,13
2080,1896,189613,1896-03-22,1896-03-28,DC,WASHINGTON,SCARLET FEVER,1
2081,1896,189613,1896-03-22,1896-03-28,DC,WASHINGTON,DIPHTHERIA,1
2082,1896,189614,1896-03-29,1896-04-04,DC,WASHINGTON,TUBERCULOSIS,17
2083,1896,189614,1896-03-29,1896-04-04,DC,WASHINGTON,SCARLET FEVER,1
2084,1896,189614,1896-03-29,1896-04-04,DE,WILMINGTON,TUBERCULOSIS,1
2085,1896,189612,1896-03-15,1896-03-21,MN,WINONA,TUBERCULOSIS,1
2086,1896,189610,1896-03-01,1896-03-07,MA,WOBURN,TUBERCULOSIS,1
2087,1896,189612,1896-03-15,1896-03-21,MA,WOBURN,TUBERCULOSIS,2
2088,1896,189614,1896-03-28,1896-04-03,NY,YONKERS,TUBERCULOSIS,2
2089,1896,189614,1896-03-29,1896-04-04,OH,YOUNGSTOWN,TUBERCULOSIS,1
2090,1896,189615,1896-04-05,1896-04-11,OH,ASHTABULA,TYPHOID FEVER,1
2091,1896,189615,1896-04-05,1896-04-11,OH,ASHTABULA,SCARLET FEVER,1
2092,1896,189614,1896-03-29,1896-04-04,NY,AUBURN,TUBERCULOSIS,1
2093,1896,189614,1896-03-29,1896-04-04,NY,AUBURN,SCARLET FEVER,3
2094,1896,189614,1896-03-29,1896-04-04,NY,AUBURN,DIPHTHERIA,1
2095,1896,189615,1896-04-05,1896-04-11,MD,BALTIMORE,TUBERCULOSIS,19
2096,1896,189615,1896-04-05,1896-04-11,MD,BALTIMORE,TYPHOID FEVER,3
2097,1896,189615,1896-04-05,1896-04-11,MD,BALTIMORE,DIPHTHERIA,3
2098,1896,189614,1896-03-29,1896-04-04,IL,BELLEVILLE,DIPHTHERIA,1
2099,1896,189615,1896-04-05,1896-04-11,NY,BINGHAMTON,TUBERCULOSIS,3
2100,1896,189615,1896-04-05,1896-04-11,MA,BOSTON,TUBERCULOSIS,26
2101,1896,189615,1896-04-05,1896-04-11,MA,BOSTON,TYPHOID FEVER,2
2102,1896,189615,1896-04-05,1896-04-11,MA,BOSTON,SCARLET FEVER,2
2103,1896,189615,1896-04-05,1896-04-11,MA,BOSTON,DIPHTHERIA,8
2104,1896,189613,1896-03-22,1896-03-28,PA,BRADDOCK,TYPHUS FEVER,1
2105,1896,189615,1896-04-05,1896-04-11,CT,BRIDGEPORT,TUBERCULOSIS,2
2106,1896,189615,1896-04-05,1896-04-11,CT,BRIDGEPORT,TYPHUS FEVER,1
2107,1896,189614,1896-03-29,1896-04-04,MA,BROOKLINE,TUBERCULOSIS,1
2108,1896,189615,1896-04-05,1896-04-11,MA,BROOKLINE,SCARLET FEVER,2
2109,1896,189615,1896-04-05,1896-04-11,NY,BROOKLYN,TUBERCULOSIS,46
2110,1896,189615,1896-04-05,1896-04-11,NY,BROOKLYN,SCARLET FEVER,5
2111,1896,189615,1896-04-05,1896-04-11,NY,BROOKLYN,DIPHTHERIA,18
2112,1896,189615,1896-04-05,1896-04-11,NY,BROOKLYN,WHOOPING COUGH,2
2113,1896,189614,1896-03-29,1896-04-04,OH,BUCYRUS,TUBERCULOSIS,1
2114,1896,189614,1896-03-29,1896-04-04,OH,BUCYRUS,TYPHOID FEVER,1
2115,1896,189615,1896-04-05,1896-04-11,MA,CAMBRIDGE,TUBERCULOSIS,2
2116,1896,189615,1896-04-05,1896-04-11,MA,CAMBRIDGE,DIPHTHERIA,1
2117,1896,189614,1896-03-29,1896-04-04,SC,CHARLESTON,TUBERCULOSIS,5
2118,1896,189614,1896-03-29,1896-04-04,SC,CHARLESTON,TYPHOID FEVER,1
2119,1896,189614,1896-03-29,1896-04-04,SC,CHARLESTON,WHOOPING COUGH,1
2120,1896,189615,1896-04-04,1896-04-10,OH,CINCINNATI,TUBERCULOSIS,24
2121,1896,189615,1896-04-04,1896-04-10,OH,CINCINNATI,TYPHOID FEVER,5
2122,1896,189615,1896-04-04,1896-04-10,OH,CINCINNATI,DIPHTHERIA,3
2123,1896,189615,1896-04-05,1896-04-11,OH,CLEVELAND,TUBERCULOSIS,9
2124,1896,189615,1896-04-05,1896-04-11,OH,CLEVELAND,TYPHOID FEVER,5
2125,1896,189615,1896-04-05,1896-04-11,OH,CLEVELAND,WHOOPING COUGH,1
2126,1896,189615,1896-04-05,1896-04-11,IN,COLUMBUS,TUBERCULOSIS,2
2127,1896,189615,1896-04-04,1896-04-10,OH,COLUMBUS,TUBERCULOSIS,5
2128,1896,189615,1896-04-04,1896-04-10,OH,COLUMBUS,DIPHTHERIA,1
2129,1896,189615,1896-04-04,1896-04-10,OH,COLUMBUS,WHOOPING COUGH,1
2130,1896,189611,1896-03-08,1896-03-14,NY,CORTLAND,TUBERCULOSIS,1
2131,1896,189614,1896-03-29,1896-04-04,IA,COUNCIL BLUFFS,TUBERCULOSIS,1
2132,1896,189614,1896-03-27,1896-04-02,OH,DAYTON,TUBERCULOSIS,2
2133,1896,189614,1896-03-27,1896-04-02,OH,DAYTON,DIPHTHERIA,1
2134,1896,189615,1896-04-03,1896-04-09,OH,DAYTON,TUBERCULOSIS,3
2135,1896,189615,1896-04-03,1896-04-09,OH,DAYTON,DIPHTHERIA,3
2136,1896,189614,1896-03-29,1896-04-04,CO,DENVER,TUBERCULOSIS,9
2137,1896,189614,1896-03-29,1896-04-04,CO,DENVER,SCARLET FEVER,1
2138,1896,189614,1896-03-29,1896-04-04,CO,DENVER,DIPHTHERIA,1
2139,1896,189615,1896-04-05,1896-04-11,MI,DETROIT,TUBERCULOSIS,4
2140,1896,189615,1896-04-05,1896-04-11,MI,DETROIT,DIPHTHERIA,3
2141,1896,189613,1896-03-22,1896-03-28,MA,EVERETT,TUBERCULOSIS,1
2142,1896,189614,1896-03-29,1896-04-04,MA,EVERETT,TUBERCULOSIS,1
2143,1896,189615,1896-04-05,1896-04-11,MA,FALL RIVER,TUBERCULOSIS,6
2144,1896,189615,1896-04-05,1896-04-11,MA,FALL RIVER,SCARLET FEVER,1
2145,1896,189615,1896-04-05,1896-04-11,MA,FALL RIVER,WHOOPING COUGH,1
2146,1896,189615,1896-04-05,1896-04-11,MA,FITCHBURG,TUBERCULOSIS,1
2147,1896,189608,1896-02-16,1896-02-22,AR,FORT SMITH,TUBERCULOSIS,1
2148,1896,189610,1896-03-01,1896-03-07,AR,FORT SMITH,TUBERCULOSIS,1
2149,1896,189614,1896-03-29,1896-04-04,TX,FORT WORTH,TUBERCULOSIS,1
2150,1896,189614,1896-03-29,1896-04-04,TX,FORT WORTH,WHOOPING COUGH,1
2151,1896,189614,1896-03-29,1896-04-04,NJ,HOBOKEN,TUBERCULOSIS,9
2152,1896,189614,1896-03-29,1896-04-04,NJ,HOBOKEN,SCARLET FEVER,1
2153,1896,189614,1896-03-29,1896-04-04,NJ,HOBOKEN,DIPHTHERIA,3
2154,1896,189614,1896-03-29,1896-04-04,FL,JACKSONVILLE,TUBERCULOSIS,1
2155,1896,189615,1896-04-05,1896-04-11,FL,JACKSONVILLE,TUBERCULOSIS,3
2156,1896,189614,1896-03-30,1896-04-05,NJ,JERSEY CITY,TUBERCULOSIS,4
2157,1896,189614,1896-03-30,1896-04-05,NJ,JERSEY CITY,TYPHUS FEVER,1
2158,1896,189614,1896-03-30,1896-04-05,NJ,JERSEY CITY,SCARLET FEVER,3
2159,1896,189614,1896-03-30,1896-04-05,NJ,JERSEY CITY,DIPHTHERIA,3
2160,1896,189614,1896-03-29,1896-04-04,MA,LAWRENCE,WHOOPING COUGH,1
2161,1896,189615,1896-04-05,1896-04-11,MA,LOWELL,TUBERCULOSIS,5
2162,1896,189615,1896-04-05,1896-04-11,NH,MANCHESTER,TYPHOID FEVER,1
